"Compound","DrugBank ID","Affinity"
"Coelenteramide","DB04049",-8
"Cpad","DB04071",-8
"Balanol","DB04098",-8
"N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide","DB04232",-8
"2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone","DB04281",-8
"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE","DB04608",-8
"2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE","DB04722",-8
"Zanapezil","DB04859",-8
"Elacridar","DB04881",-8
"Sertindole","DB06144",-8
"Apixaban","DB06605",-8
"Stanozolol","DB06718",-8
"N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide","DB06945",-8
"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate","DB06954",-8
"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide","DB07000",-8
"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide","DB07020",-8
"3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE","DB07025",-8
"R-3-FLUORO-4-[2-HYDROXY-2-(5,5,8,8-TETRAMETHYL-5,6,7,8,-TETRAHYDRO-NAPHTALEN-2-YL)-ACETYLAMINO]-BENZOIC ACID","DB07031",-8
"N-(6,7,9,10,17,18,20,21-octahydrodibenzo[b,k][1,4,7,10,13,16]hexaoxacyclooctadecin-2-yl)acetamide","DB07084",-8
"(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine","DB07193",-8
"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA","DB07247",-8
"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE","DB07255",-8
"(2R)-2-{[(4-FLUORO-3-METHYLPHENYL)SULFONYL]AMINO}-N-HYDROXY-2-TETRAHYDRO-2H-PYRAN-4-YLACETAMIDE","DB07290",-8
"N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE","DB07325",-8
"1-{2-[3-(2-Chloro-4,5-difluoro-benzoyl)-ureido]-4-fluoro-phenyl}-piperidine-4-carboxylic acid","DB07396",-8
"4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE","DB07403",-8
"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE","DB07406",-8
"N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE","DB07544",-8
"4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID","DB07882",-8
"3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID","DB07976",-8
"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID","DB07977",-8
"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE","DB08025",-8
"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one","DB08036",-8
"N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine","DB08057",-8
"(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide","DB08303",-8
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE","DB08426",-8
"5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID","DB08493",-8
"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE","DB08527",-8
"4-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-1-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINONE","DB08745",-8
"Ceftolozane","DB09050",-8
"Netoglitazone","DB09199",-8
"Doxycycline","DB00254",-7.9
"Dicloxacillin","DB00485",-7.9
"Aprepitant","DB00673",-7.9
"Fluorescein","DB00693",-7.9
"Sulfasalazine","DB00795",-7.9
"Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate","DB01792",-7.9
"Fidarestat(Stereoisomer)","DB02101",-7.9
"DMP450","DB02102",-7.9
"5,6-Dihydroxy-Nadp","DB02319",-7.9
"Nadph Dihydro-Nicotinamide-Adenine-Dinucleotidephosphate","DB02338",-7.9
"3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid","DB02449",-7.9
"'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine","DB02510",-7.9
"Compound 18","DB02715",-7.9
"1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea","DB03044",-7.9
"3-({5-Benzyl-6-Hydroxy-2,4-Bis-(4-Hydroxy-Benzyl)-3-Oxo-[1,2,4]-Triazepane-1-Sulfonyl)-Benzonitrile","DB03141",-7.9
"N,O-Didansyl-L-Tyrosine","DB03157",-7.9
"5-Formyl-5,6,7,8-Tetrahydrofolate","DB03256",-7.9
"Tyrosyladenylate","DB03325",-7.9
"Uridylyl-2'-5'-Phospho-Adenosine","DB03447",-7.9
"6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid","DB03523",-7.9
"10-Propargyl-5,8-Dideazafolic Acid","DB03541",-7.9
"2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose","DB03751",-7.9
"N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea","DB03782",-7.9
"Diguanosine-5'-Triphosphate","DB03931",-7.9
"(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid","DB03970",-7.9
"4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid","DB04044",-7.9
"Apstatin","DB04092",-7.9
"[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester","DB04107",-7.9
"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione","DB04131",-7.9
"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine","DB04172",-7.9
"Pteroic Acid","DB04196",-7.9
"3-(4-Amino-2-Tert-Butyl-5-Methyl-Phenylsulfanyl)-6-Cyclopentyl-4-Hydroxy-6-[2-(4-Hydroxy-Phenyl)-Ethyl]-5,6-Dihydro-Pyran-2-One","DB04298",-7.9
"Pteric Acid","DB04357",-7.9
"AL6528","DB04371",-7.9
"Estropipate","DB04574",-7.9
"PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE","DB04607",-7.9
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)","DB04760",-7.9
"Fluspirilene","DB04842",-7.9
"Ceftobiprole","DB04918",-7.9
"CF-101","DB05511",-7.9
"Cariprazine","DB06016",-7.9
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE","DB06888",-7.9
"(1S)-2-(1H-INDOL-3-YL)-1-{[(5-ISOQUINOLIN-6-YLPYRIDIN-3-YL)OXY]METHYL}ETHYLAMINE","DB06959",-7.9
"2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid","DB06985",-7.9
"N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE","DB07010",-7.9
"4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide","DB07181",-7.9
"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine","DB07253",-7.9
"N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE","DB07270",-7.9
"(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-(2,2,2-TRIFLUOROETHYL)-1,4-DIAZEPAN-2-ONE","DB07271",-7.9
"3-FLUORO-4-[2-HYDROXY-2-(5,5,8,8-TETRAMETHYL-5,6,7,8,-TETRAHYDRO-NAPHTALEN-2-YL)-ACETYLAMINO]-BENZOIC ACID","DB07294",-7.9
"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE","DB07321",-7.9
"(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE","DB07493",-7.9
"4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE","DB07508",-7.9
"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE","DB07538",-7.9
"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE","DB07540",-7.9
"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL","DB07567",-7.9
"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA","DB07622",-7.9
"3-fluoro-N-[3-(1H-tetrazol-5-yl)phenyl]benzamide","DB07729",-7.9
"METHYL 1-(4-{[(2,4-DIAMINOPTERIDIN-6-YL)METHYL](METHYL)AMINO}BENZOYL)PIPERIDINE-4-CARBOXYLATE","DB07765",-7.9
"4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE","DB07809",-7.9
"(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one","DB07874",-7.9
"(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL","DB07909",-7.9
"3-{3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxopyridin-1(2H)-yl}-N,4-dimethylbenzamide","DB07941",-7.9
"1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA","DB08043",-7.9
"2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE","DB08277",-7.9
"(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE","DB08280",-7.9
"(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide","DB08304",-7.9
"(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide","DB08305",-7.9
"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE","DB08350",-7.9
"N4-HYDROXY-2-ISOBUTYL-N1-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YL)-SUCCINAMIDE","DB08489",-7.9
"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one","DB08703",-7.9
"2-[(1R)-2-carboxy-1-(naphthalen-1-ylmethyl)ethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid","DB08731",-7.9
"Canagliflozin","DB08907",-7.9
"Brexpiprazole","DB09128",-7.9
"Ramosetron","DB09290",-7.9
"Adapalene","DB00210",-7.8
"Cyclothiazide","DB00606",-7.8
"Mebendazole","DB00643",-7.8
"Fexofenadine","DB00950",-7.8
"Ezetimibe","DB00973",-7.8
"Glyburide","DB01016",-7.8
"Deserpidine","DB01089",-7.8
"Atovaquone","DB01117",-7.8
"Ceftriaxone","DB01212",-7.8
"Aripiprazole","DB01238",-7.8
"Dasatinib","DB01254",-7.8
"Cefotetan","DB01330",-7.8
"Dihydroetorphine","DB01450",-7.8
"CRA_17693","DB01741",-7.8
"N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone","DB01755",-7.8
"4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine","DB01761",-7.8
"Hemi-Babim","DB01767",-7.8
"Glucose-Uridine-C1,5'-Diphosphate","DB01861",-7.8
"2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride","DB01897",-7.8
"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine","DB02001",-7.8
"2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide","DB02049",-7.8
"SU4984","DB02058",-7.8
"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine","DB02062",-7.8
"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One","DB02241",-7.8
"[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium","DB02269",-7.8
"Cyclic Guanosine Monophosphate","DB02315",-7.8
"2-Methoxyestradiol","DB02342",-7.8
"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine","DB02473",-7.8
"Etheno-Nad","DB02483",-7.8
"(10S)-10-Formyl-5,8,10-Trideazafolic Acid","DB02540",-7.8
"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine","DB02551",-7.8
"CRA_10433","DB03173",-7.8
"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide","DB03202",-7.8
"Pyrroloquinoline Quinone","DB03205",-7.8
"Thionicotinamide-Adenine-Dinucleotide","DB03893",-7.8
"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One","DB03944",-7.8
"2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid","DB04016",-7.8
"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole","DB04030",-7.8
"Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester","DB04355",-7.8
"RU81843","DB04495",-7.8
"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)","DB04759",-7.8
"Phenserine","DB04892",-7.8
"LE-SN38","DB05482",-7.8
"Tolvaptan","DB06212",-7.8
"Rivaroxaban","DB06228",-7.8
"Sitaxentan","DB06268",-7.8
"Alvimopan","DB06274",-7.8
"2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE","DB06831",-7.8
"6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE","DB06856",-7.8
"(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID","DB06921",-7.8
"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL","DB06957",-7.8
"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE","DB07006",-7.8
"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL","DB07009",-7.8
"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol","DB07036",-7.8
"2-amino-7-fluoro-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxamide","DB07040",-7.8
"3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE","DB07075",-7.8
"6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE","DB07076",-7.8
"(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one","DB07148",-7.8
"(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione","DB07156",-7.8
"7-carboxy-5-hydroxy-12,13-dihydro-6H-indolo[2,3-a]pyrrolo[3,4-c]carbazole","DB07241",-7.8
"[{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid","DB07263",-7.8
"N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE","DB07318",-7.8
"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE","DB07337",-7.8
"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine","DB07382",-7.8
"3-(1H-INDOL-3-YL)-4-{1-[2-(1-METHYLPYRROLIDIN-2-YL)ETHYL]-1H-INDOL-3-YL}-1H-PYRROLE-2,5-DIONE","DB07458",-7.8
"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE","DB07548",-7.8
"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE","DB07550",-7.8
"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE","DB07583",-7.8
"FAMOXADONE","DB07778",-7.8
"1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE","DB07783",-7.8
"6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-(4-MORPHOLINYL)-2-OXO ETHYL]-2-OXO-3-PYRROLIDINYL}-2-NAPHTHALENESULFONAMIDE","DB07847",-7.8
"5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-5-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-SULFONAMIDE","DB07848",-7.8
"6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE","DB07856",-7.8
"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL","DB07933",-7.8
"3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol","DB07969",-7.8
"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide","DB08026",-7.8
"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one","DB08058",-7.8
"4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM","DB08067",-7.8
"N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-","DB08068",-7.8
"N-{4-METHYL-3-[(3-PYRIMIDIN-4-YLPYRIDIN-2-YL)AMINO]PHENYL}-3-(TRIFLUOROMETHYL)BENZAMIDE","DB08221",-7.8
"N,4-dimethyl-3-[(1-phenyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide","DB08242",-7.8
"1-(2-CYCLOPROPYLETHYL)-3-(1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-3-YL)-6-FLUORO-4-HYDROXYQUINOLIN-2(1H)-ONE","DB08278",-7.8
"4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid","DB08400",-7.8
"2-{3-[(2S)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2H)-dione","DB08739",-7.8
"4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol","DB08770",-7.8
"Cinitapride","DB08810",-7.8
"Azilsartan medoxomil","DB08822",-7.8
"Bedaquiline","DB08903",-7.8
"Palbociclib","DB09073",-7.8
"Lenvatinib","DB09078",-7.8
"Olmesartan","DB00275",-7.7
"Piperacillin","DB00319",-7.7
"Nitisinone","DB00348",-7.7
"Ampicillin","DB00415",-7.7
"Ciprofloxacin","DB00537",-7.7
"Zafirlukast","DB00549",-7.7
"Methotrexate","DB00563",-7.7
"Halobetasol Propionate","DB00596",-7.7
"Pemetrexed","DB00642",-7.7
"Trovafloxacin","DB00685",-7.7
"Irinotecan","DB00762",-7.7
"Ceforanide","DB00923",-7.7
"Amoxicillin","DB01060",-7.7
"Azlocillin","DB01061",-7.7
"Lapatinib","DB01259",-7.7
"Temafloxacin","DB01405",-7.7
"Acenocoumarol","DB01418",-7.7
"Cyprenorphine","DB01480",-7.7
"Ketazolam","DB01587",-7.7
"Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester","DB01774",-7.7
"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid","DB01830",-7.7
"2'-Deoxyuridine 5'-Alpha,Beta-Imido-Triphosphate","DB01965",-7.7
"6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine","DB01977",-7.7
"Indirubin-3'-Monoxime","DB02052",-7.7
"8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One","DB02194",-7.7
"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide","DB02197",-7.7
"Uridine-5'-Diphosphate-Mannose","DB02421",-7.7
"Cyclic Adenosine Monophosphate","DB02527",-7.7
"FR117016","DB02616",-7.7
"4-O-(4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Beta-D-Lyxo-Hexopyranosyl)-Alpha-D-Erythro-Hexopyranose","DB02889",-7.7
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(4-Trifluoromethyl-Phenyl)-Amine","DB02915",-7.7
"Cytidine-5'-Diphospho-Beta-D-Xylose","DB03069",-7.7
"Nicotinamide Adenine Dinucleotide Cyclohexanone","DB03168",-7.7
"deoxycytidylyl-3',5'-guanosine","DB03326",-7.7
"(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime","DB03444",-7.7
"2'-Monophosphoadenosine 5'-Diphosphoribose","DB03461",-7.7
"2'-O-Acetyl Adenosine-5-Diphosphoribose","DB03478",-7.7
"CRA_10950","DB03494",-7.7
"Tribenuron Methyl","DB03656",-7.7
"Tmr","DB03903",-7.7
